ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0000941519-25-000004	0	296	308305599	N
0001172661-25-002609	0	44	15454573190	
0001085146-25-003876	0	95	124313541	N
0001780330-25-000006	0	135	295131804	N
0001398344-25-013182	0	335	229015553	
0001953324-25-000004	0	14	309842	N
0001951757-25-000875	8	688	1524399670	N
0001951757-25-000874	18	761	4749726463	N
0001426859-25-000007	0	98	2260306978	
0001569606-25-000004	0	0	0	N
0001019056-25-000186	0	197	3543656491	
0000950123-25-006409	0	41	540035934	N
0001178913-25-002383	0	57	346434	
0001951757-25-000862	0	136	235408659	N
0001752045-25-000004	0	91	224658578	N
0001951757-25-000869	0	1053	4282051767	N
0002044121-25-000003	0	73	173598371	N
0001842787-25-000007	0	128	317798404	N
0001951757-25-000873	0	34	130211793	N
0001951757-25-000867	0	231	879169682	N
0001844821-25-000005	0	22	211707599	N
0001737088-25-000006	0	172	155623455	N
0001951757-25-000863	0	58	359752002	N
0002032629-25-000005	0	127	154542899	N
0001951757-25-000865	0	381	1139840508	N
0001951757-25-000872	0	53	89589029	N
0001754960-25-000402	0	375	2887267078	N
0001951757-25-000866	0	271	384071975	N
0001951757-25-000864	0	62	129410015	N
0001606507-25-000005	0	80	115088970	N
0002039738-25-000003	0	32	182346866	N
0000924171-25-000010	0	16	1239148336	
0001754960-25-000398	0	74	213284999	N
0001754960-25-000400	0	87	219625130	N
0001951757-25-000868	0	112	503434276	N
0001951757-25-000861	0	115	291827155	N
0001951757-25-000871	0	42	85200232	N
0001254890-25-000004	0	9	1065004	Y
0001951757-25-000870	0	42	99731508	N
0001754960-25-000403	0	49	175345088	N
0001951757-25-000860	0	124	394604208	N
0001951757-25-000859	0	62	133290508	N
0001951757-25-000858	0	223	232290818	N
0001951757-25-000857	0	56	166265911	N
0001908186-25-000004	0	426	306064105	N
0001951757-25-000856	0	82	209124710	N
0001951757-25-000855	0	210	582443867	N
0001951757-25-000854	0	48	116173691	N
0001951757-25-000853	0	285	796113116	N
0001085146-25-003873	0	2	11452650	N
0001951757-25-000852	0	101	272290343	N
0001085146-25-003872	0	57	115958901	N
0001951757-25-000851	0	105	791296211	N
0001062993-25-012879	0	115	808398100	N
0001085146-25-003871	0	144	145113539	N
0001951757-25-000850	0	169	434108716	N
0002053314-25-000005	0	78	104379798	N
0001951757-25-000849	0	205	267250844	N
0002052595-25-000004	1	1404	4070753065	
0001398344-25-013169	0	80	394835447	
0001527641-25-000006	0	611	9363437690	N
0001172661-25-002608	0	34	265453498	
0001085146-25-003869	0	118	403885653	N
0001085146-25-003868	0	46	226399170	N
0001085146-25-003867	0	67	381835357	N
0001172661-25-002607	0	43	179392549	
0001085146-25-003866	0	187	338891114	N
0001085146-25-003865	0	39	157695320	N
0001085146-25-003864	0	203	1475115499	N
0001085146-25-003863	0	111	127285871	N
0001085146-25-003862	0	325	1609177562	N
0001951757-25-000847	0	157	432412301	N
0001951757-25-000846	0	71	209906031	N
0001951757-25-000845	0	78	115864187	N
0001951757-25-000843	0	158	478739527	N
0001172661-25-002606	0	58	338024004	
0001951757-25-000842	0	35	349208719	N
0001172661-25-002605	0	58	380872337	
0001951757-25-000841	0	123	562513158	N
0001172661-25-002604	0	58	407224802	
0001951757-25-000840	0	111	224597333	N
0001172661-25-002603	0	58	391582398	
0001951757-25-000839	0	176	533199854	N
0001951757-25-000838	0	63	180303313	N
0001172661-25-002602	0	57	569616434	
0001951757-25-000837	0	50	179119844	N
0001730959-25-000003	0	69	276409754	N
0001951757-25-000836	0	95	154615011	N
0001951757-25-000835	0	99	625972137	N
0001062993-25-012875	0	1214	1434813393	N
0001951757-25-000834	0	102	362088277	N
0001172661-25-002601	0	250	2265517900	
0001112325-25-000012	0	185	6215291623	N
0001580642-25-004274	0	376	1826476773	
0001697360-25-000003	0	123	538296526	N
0001725547-25-003433	0	29	106450494	N
0001705819-25-000046	0	129	351353650	
0001905162-25-000007	0	20	156877498	N
0001172661-25-002600	0	193	1311992256	
0001343916-25-000003	0	151	214096150	N
0001427350-25-000003	0	145	173249749	N
0001343916-25-000002	0	134	198348591	N
0001398344-25-013158	0	155	396128512	
0002007613-25-000006	0	51	108238313	N
0001108893-25-000005	0	76	887850643	N
0001871734-25-000003	0	90	321389870	N
0001951757-25-000833	0	39	135141843	N
0001951757-25-000832	0	56	166872136	N
0001951757-25-000831	0	124	194815842	N
0001951757-25-000830	0	90	207140369	N
0001104659-25-068057	0	16	169530090	
0001951757-25-000828	2	132	225021742	N
0001951757-25-000827	0	197	322890359	N
0001802059-25-000003	0	42	203778531	N
0001214659-25-010420	0	22	137756236	
0002007748-25-000004	0	81	147504629	N
0001754960-25-000396	0	142	324580147	N
0001756543-25-000007	0	170	1177780777	N
0001108965-25-000005	0	125	496355512	N
0002054100-25-000004	0	297	174426936	N
0001802696-25-000003	0	180	201657985	N
0001904033-25-000003	0	99	249126717	N
0000892712-25-000083	0	27	154540544	N
0001085146-25-003808	0	145	263325418	N
0001376474-25-000609	0	96	203579127	
0001831263-25-000004	0	211	289116292	N
0001172661-25-002599	0	104	147780301	
0001085146-25-003807	0	244	1444710502	N
0001007280-25-000005	0	2357	29699888631	N
0001085146-25-003806	0	39	193050239	N
0002035533-25-000004	0	52	120077010	N
0001172661-25-002597	0	0	0	Y
0002056728-25-000013	0	58	155911037	N
0002035533-25-000003	0	73	258948620	N
0001598379-25-000004	0	24	542765686	N
0002053303-25-000004	0	20	156485250	N
0001665446-25-000004	0	134	352692031	N
0000049969-25-000008	7	455	587697	
0001641172-25-019676	0	467	1264490738	
0001214659-25-010410	0	51	31464277	
0001816444-25-000003	0	76	2934677	N
0001172661-25-002596	9	2278	6638083839	
0000950123-25-006388	0	526	1777191760	N
0002063364-25-000137	0	156	613093955	N
0001898145-25-000004	0	26	148222079	N
0001568132-25-000004	0	1017	888807666	N
0000878770-25-000005	0	317	366592276	N
0001725547-25-003426	0	41	107510078	N
0001785445-25-000009	0	126	345836003	N
0001933274-25-000005	0	69	196096	N
0000898399-25-000005	0	47	186722000	N
0001754960-25-000394	0	40	135108334	N
0001123778-25-000003	1	188	17504646625	N
0001214659-25-010408	0	1	70524703	
0002063364-25-000133	0	54	311535976	N
0001754960-25-000392	0	36	156244081	N
0001894164-25-000006	0	186	207030366	N
0001798172-25-000004	0	263	464603	N
0002063364-25-000129	0	61	130431808	N
0002076040-25-000002	0	62	170314990	N
0001754960-25-000390	0	36	130324427	N
0001828180-25-000005	0	6	477076198	N
0001754960-25-000388	0	70	109530519	N
0001990699-25-000003	0	555	921175704	N
0001754960-25-000386	0	113	716408015	N
0001085146-25-003803	0	19	194471353	N
0001885767-25-000004	0	101	112705694	N
0001062993-25-012860	0	92	90961832	N
0001860719-25-000005	0	111	189454713	N
0002011808-25-000004	0	27	144680078	N
0001754960-25-000384	0	442	653711493	N
0001754960-25-000382	0	37	151791294	N
0002063364-25-000125	0	147	152221132	N
0000905729-25-000122	0	400	468686968	
0001395067-25-000004	0	133	596604962	N
0001754960-25-000380	0	49	90460343	N
0002074052-25-000001	0	509	2631488269	N
0001965796-25-000004	0	1414	307369692	N
0002043084-25-000004	0	84	137512455	N
0001426449-25-000013	0	8	2071303	N
0001754960-25-000378	0	152	2802780910	N
0000950123-25-006377	1	2558	28929128947	N
0000931097-25-000004	0	71	928403067	N
0001053292-25-000004	0	70	326058646	N
0001274196-25-000004	0	39	723873	N
0001398344-25-013145	0	397	854731062	
0001821549-25-000002	0	98	337072386	N
0001844873-25-000004	0	93	1061388674	N
0001818897-25-000004	0	107	424990000	N
0000950123-25-006374	0	158	545020930	N
0001388382-25-000003	15	282	302443801	N
0001140361-25-025841	0	239	930328498	
0001420506-25-001507	2	618	7585178265	N
0001420506-25-001506	0	0	0	N
0001420506-25-001505	0	0	0	N
0000905729-25-000121	0	156	834009897	
0001894302-25-000004	0	1801	630438146	N
0002055803-25-000006	0	24	187213936	N
0001602905-25-000004	0	925	1512195102	N
0001172661-25-002590	0	18	3165077930	
0001636948-25-000005	0	119	2692756904	N
0002058325-25-000003	0	17	108549816	N
0001667731-25-000811	0	125	93276342	
0001667731-25-000810	1	107	137434712	
0001667731-25-000809	0	73	138049456	
0001667731-25-000808	0	140	105667368	
0001667731-25-000807	0	27	77471922	
0001667731-25-000806	0	116	325012098	
0001667731-25-000805	0	52	230948277	
0001667731-25-000804	0	92	441389229	
0001599576-25-000008	0	144	996484992	N
0001535631-25-000010	0	35	85293553	N
0001667731-25-000803	0	108	781544140	
0001667731-25-000802	0	84	345586522	
0001667731-25-000801	0	11	807465966	
0001667731-25-000800	0	16	148766184	
0002055414-25-000005	0	112	131182460	N
0001667731-25-000799	0	201	723147889	
0001327944-25-000003	0	139	270226728	N
0001667731-25-000798	0	202	825812867	
0001214659-25-010401	0	146	1064774713	
0000929638-25-002588	0	4	6618543	
0001766392-25-000004	0	14	255867	N
0001172661-25-002589	0	31	188134999	
0001172661-25-002588	0	29	160514242	
0001172661-25-002587	0	26	130949191	
0001172661-25-002586	0	25	126373027	
0001172661-25-002585	0	21	116575889	
0001172661-25-002584	0	20	112922959	
0001802387-25-000003	0	259	376867946	N
0001830942-25-000003	0	68	207246141	N
0001842554-25-000006	0	62	216230254	N
0001706836-25-000005	0	672	893936766	N
0001754960-25-000370	0	55	160276517	N
0001841506-25-000005	0	296	1119631423	N
0001754960-25-000376	0	271	277324542	N
0001681614-25-000005	0	27	261374654	N
0002032544-25-000004	0	101	218207593	N
0001754960-25-000372	0	62	249873604	N
0001665633-25-000004	0	206	558433248	N
0001549449-25-000004	0	30	306293	N
0001434845-25-000005	0	128	681390360	N
0002070972-25-000004	0	254	185861714	N
0001950506-25-000006	0	2026	304666186	N
0001398344-25-013130	0	70	153714541	
0001660694-25-000004	0	242	408442333	N
0001062993-25-012849	0	65	253405984	N
0001054522-25-000003	0	1	101333364	N
0001754960-25-000374	0	65	148996765	N
0001140361-25-025806	0	316	2553173	
0001387723-25-000007	0	153	335774008	N
0001754960-25-000369	0	46	150845827	N
0001799544-25-000004	0	419	682267534	N
0001602730-25-000005	0	50	295903233	N
0001214659-25-010386	0	268	724646526	
0001601539-25-000007	0	701	711500365	N
0001062993-25-012836	0	210	385688196	N
0001844201-25-000004	0	567	360540778	N
0001172661-25-002583	0	16	232795339	
0001172661-25-002582	0	545	2360404799	
0001085146-25-003799	0	30	197020496	N
0001172661-25-002581	0	299	1130216692	
0001834802-25-000002	0	140	394778382	N
0001120926-25-000004	0	154	3496256589	N
0001667731-25-000795	0	55	123442137	
0001172661-25-002578	0	124	948230662	
0001835669-25-000004	0	113	139503810	N
0001062993-25-012828	0	185	535488106	N
0001120926-25-000003	0	156	3265848512	N
0001731447-25-000006	0	113	500682934	N
0002051613-25-000006	0	88	426282843	N
0002030055-25-000003	0	154	218019112	N
0001213900-25-063702	0	295	549585506	
0002052588-25-000004	0	67	133914120	N
0001845003-25-000004	0	434	540103921	N
0001907327-25-000005	0	75	287407579	N
0002049470-25-000006	0	146	516925242	
0001089707-25-000003	0	83	151154	N
0001765594-25-000004	0	278	654143279	N
0001666239-25-000011	0	182	560369397	N
0001172661-25-002577	0	78	587115655	
0001992748-25-000004	0	69	300492220	N
0001997685-25-000010	0	66	271068026	N
0002032404-25-000003	0	120	175429575	N
0001214659-25-010351	0	53	445767120	
0002037081-25-000003	0	65	102902827	N
0001705819-25-000045	0	55	133777962	
0001386364-25-000003	0	83	188983726	N
0001932952-25-000004	0	927	1320718457	N
0001919344-25-000005	0	200	622056	N
0002048792-25-000005	0	86	196563902	
0002010947-25-000009	0	234	109790851	N
0001964819-25-000005	0	191	662299641	N
0001693032-25-000006	0	31	162427349	N
0001954085-25-000003	0	30	69503131	N
0001104659-25-067711	0	245	1820418239	
0001598352-25-000004	0	42	150028445	N
0001387458-25-000007	0	146	800723722	N
0001725547-25-003417	0	122	594074083	N
0001172661-25-002576	0	70	688419750	
0002063827-25-000003	0	39	150505407	N
0001800911-25-000003	0	362	206650232	N
0001172661-25-002575	0	62	161162660	
0001703556-25-000005	0	744	231494271	N
0001172661-25-002574	0	409	1333877251	
0001641438-25-000007	0	128	699481785	N
0001910503-25-000011	0	67	365936941	N
0001085146-25-003798	0	373	697499071	N
0001798686-25-000005	0	119	461447338	N
0001418342-25-000006	0	96	317173	N
0001085146-25-003797	0	63	390442513	N
0001085146-25-003796	0	149	134204724	N
0001085146-25-003795	0	126	171298461	N
0001085146-25-003794	0	31	104365714	N
0001085146-25-003793	0	264	2921120272	N
0001085146-25-003792	0	65	61657459	N
0001085146-25-003791	0	29	359203365	N
0001085146-25-003790	0	232	361777255	N
0002010235-25-000007	0	3769	1581645954	N
0001085146-25-003789	0	64	540004212	N
0001085146-25-003788	0	66	3471995925	N
0002012065-25-000003	0	2915	314383460	N
0001172661-25-002573	0	60	99106701	
0001085146-25-003787	1	68	1726317018	N
0002063364-25-000122	0	107	289295433	N
0001172661-25-002572	0	64	204606240	
0001799900-25-000004	0	547	246387233	N
0002051613-25-000003	0	50	184443262	N
0002004520-25-000007	0	176	212605384	N
0001172661-25-002571	0	200	361188600	
0002011212-25-000006	0	29	84100698	N
0000866780-25-000003	0	727	857175408	N
0001409362-25-000004	0	2240	1551466662	N
0001790723-25-000004	0	15	18459746	N
0001765380-25-000250	0	327	360955917	N
0001214659-25-010341	0	467	243658739	
0001085146-25-003786	0	66	318045185	N
0001214659-25-010339	0	530	238875106	
0001214659-25-010337	0	485	202720902	
0002042810-25-000006	0	41	115541020	N
0001994512-25-000004	0	69	190142547	N
0001214659-25-010335	0	434	197609432	
0001698091-25-000004	0	157	320381373	N
0001809416-25-000008	0	42	175589244	N
0001926037-25-000003	0	33	126431431	N
0001808915-25-000006	0	893	3423447183	N
0001979556-25-000002	0	130	281544391	N
0001861752-25-000004	0	104	192456960	N
0001140361-25-025754	1	1729	3430224944	
0001085146-25-003785	0	100	564492356	N
0001085146-25-003784	0	82	519190629	N
0001765380-25-000249	0	113	655439429	N
0001903153-25-000004	0	69	273002305	N
0001331997-25-000003	0	228	324633903	N
0001671817-25-000005	0	4	290423917	N
0001179232-25-000003	0	50	646664949	N
0001214659-25-010331	0	471	39123281	
0001903153-25-000003	2	100	216415083	N
0001085146-25-003783	0	168	217839712	N
0002026082-25-000007	0	288	126370145	N
0001085146-25-003780	0	155	377548894	N
0001891201-25-000004	0	268	255215412	N
0001977500-25-000004	0	204	414340176	N
0001085146-25-003779	0	77	615741290	N
0001172661-25-002569	0	77	248822442	
0001214659-25-010329	0	403	177012365	
0001213900-25-063531	0	57	177257003	
0001104659-25-067664	0	68	849591825	
0001214659-25-010327	0	236	456008532	
0001950323-25-000009	0	1299	353921623	N
0001876496-25-000004	0	86	5446992	N
0001085146-25-003778	0	88	121030266	N
0001705819-25-000044	0	71	121688292	
0001085146-25-003777	0	73	177159770	N
0001986196-25-000003	0	15	127536620	N
0001725547-25-003416	0	48	114088084	N
0001071640-25-000013	0	1467	10872126	N
0001905665-25-000005	0	50	159005328	N
0001667731-25-000792	0	53	180679200	
0001667731-25-000791	0	62	193883949	
0002035325-25-000004	0	791	3375954968	N
0001381843-25-000006	0	37	233655619	N
0001763958-25-000008	0	49	209299155	N
0001633697-25-000007	0	1040	2455388711	N
0001784277-25-000005	0	255	628221	N
0001795173-25-000003	0	1800	636784038	N
0001085146-25-003772	0	73	295628238	N
0001664147-25-000004	0	101	233366	N
0001085146-25-003769	0	146	846344590	N
0001085146-25-003768	0	51	369173369	N
0001085146-25-003767	0	42	191935782	N
0001085146-25-003766	0	103	278995277	N
0001085146-25-003765	0	266	924235880	N
0001085146-25-003764	0	123	519666676	N
0001085146-25-003763	0	30	287696685	N
0001085146-25-003762	0	114	175395715	N
0001085146-25-003761	0	13	45576356	N
0001085146-25-003760	0	184	220152064	N
0001085146-25-003759	0	92	131134666	N
0001085146-25-003758	0	115	100840061	Y
0001085146-25-003757	0	103	1141863983	N
0001085146-25-003756	0	321	4153894894	N
0001085146-25-003755	0	136	282942159	N
0001085146-25-003754	0	96	270731975	N
0000905148-25-002429	0	3	94403895	
0000905148-25-002428	0	3	92169730	
0001085146-25-003753	0	106	346634839	N
0001085146-25-003752	0	125	566165744	N
0001085146-25-003751	0	43	590354415	N
0001085146-25-003750	0	174	300689944	N
0000905148-25-002426	3	7	384703629	
0001085146-25-003749	0	119	305047101	N
0001085146-25-003748	0	56	104994357	N
0000905148-25-002424	4	8	461057443	
0001085146-25-003747	0	181	738850538	N
0001085146-25-003746	0	144	226389396	N
0001085146-25-003745	0	63	251953531	N
0000905148-25-002422	5	12	805526605	
0001085146-25-003744	0	82	163630252	N
0001085146-25-003743	0	74	110868971	N
0000905148-25-002420	5	11	590432765	
0000905148-25-002418	5	11	662579245	
0000905148-25-002415	4	6	325859721	
0000905148-25-002412	4	6	274883955	
0000905148-25-002409	4	6	325806507	
0001085146-25-003741	0	0	0	N
0000905148-25-002404	2	5	222211045	
0000905148-25-002401	2	5	416289617	
0001934500-25-000006	0	124	125595531	N
0001085146-25-003740	1	514	1225001007	N
0000905148-25-002398	2	5	291743757	
0001104659-25-067433	0	146	474720285	
0000905148-25-002395	2	5	191858580	
0001214659-25-010315	0	10	91722035	
0000905148-25-002392	2	4	129107783	
0000894189-25-004970	0	62	713502214	
0000950123-25-006344	1	3	283328603	N
0001754960-25-000367	0	70	176384338	N
0000905148-25-002388	2	5	211037534	
0001934226-25-000005	0	48	122605724	N
0001754960-25-000363	0	37	122911974	N
0001754960-25-000361	0	127	159559113	N
0001786241-25-000005	0	51	178010938	N
0001653926-25-000004	0	612	413055	N
0001172661-25-002567	0	50	305639559	
0001416856-25-000004	0	217	367951	N
0001754960-25-000359	0	43	132415827	N
0001214659-25-010300	0	45	215638797	
0002049540-25-000003	0	60	79122961	N
0001667731-25-000784	0	139	631434805	
0001725547-25-003408	0	139	157970904	N
0001518235-25-000005	0	68	3194792214	N
0001659346-25-000005	0	63	223217025	N
0001214659-25-010294	0	2	245211944	
0001992825-25-000006	0	4503	5003620492	N
0001015308-25-000007	0	509	5603687120	N
0001964535-25-000004	0	110	768858484	N
0001172661-25-002565	0	29	441165842	
0001657662-25-000013	0	2	10539484	N
0001427202-25-000005	0	599	3276227797	N
0001080576-25-000007	0	706	1230970555	N
0000934745-25-000008	0	182	1173478341	N
0001799425-25-000005	0	47	308438	N
0001172661-25-002564	0	112	305386388	
0001729269-25-000008	0	40	489158	N
0001172661-25-002563	0	37	220002266	
0001737089-25-000006	0	1215	2880029	N
0001214659-25-010292	0	287	474566932	
0001172661-25-002561	0	120	342973581	
0001172661-25-002560	0	0	0	N
0000933429-25-000025	0	2950	6417863597	N
0001725547-25-003406	0	28	153941486	N
0001951757-25-000630	0	86	156499389	N
0001054257-25-000004	0	568	275423872	N
0001941040-25-000348	0	59	203886512	
0001214659-25-010290	0	128	336109749	
0002063364-25-000115	0	56	114612088	N
0001632812-25-000006	0	137	893525135	N
0000894205-25-000008	0	84	737125	Y
0001657516-25-000004	0	54	429643862	N
